时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT,动态结算价
2019-10-16,15405,15585,15405,15490,4900,7031,,,,15641.0,15668.5,15660.0,15660.0,15622.552664755049,261.8181818181818,43.971631205673766,7.125831455543448,22.897942925121733,-15.772111469578284,15880.99773754498,15439.00226245502,15660.0,441.99547508995965,53.80837311777149,60.57463407649123,40.27585120033201,-57.79220779220779,-77.51481877613104,43.97163120574142,18705.727272727272,56186,7903.636363636364,-354.0,-4.793500338524037,
2019-10-17,15465,15510,15115,15180,10988,7433,,,,15524.0,15616.0,15620.0,15620.0,15580.404791921235,272.9166666666667,30.541871921182263,-28.893401167626507,12.539674106572084,-41.43307527419859,15968.137903710583,15271.862096289417,15620.0,696.275807421167,38.650026522958775,53.26643155864708,9.417216451582178,-92.07317073170732,-117.51684532498317,30.54187192122925,18062.583333333332,45198,7864.416666666667,402.0,5.7175366235243885,
2019-10-18,15175,15245,14790,15020,13475,8084,,,,15379.0,15545.5,15573.846153846154,15573.846153846154,15527.032906976356,286.9230769230769,26.382978723404264,-69.54786090181733,-3.877832895105799,-65.67002800671153,16044.876121862237,15102.816185830072,15573.846153846154,942.0599360321648,32.704844227975535,46.4125691150899,5.2893944537467945,-79.91266375545851,-125.77144593047748,26.38297872344485,17709.69230769231,31723,7881.307692307692,651.0,8.758240279833185,
2019-10-21,15180,15200,14680,14850,12463,8806,,,,15196.0,15460.5,15522.142857142857,15522.142857142857,15462.553582502416,303.57142857142856,23.048327137546465,-114.16833093969399,-25.93593250402344,-88.23239843567055,16117.544651482862,14926.741062802852,15522.142857142857,1190.8035886800099,26.467152667758725,39.76409696597951,-0.126735928682848,-86.45418326693228,-111.30011943001895,23.048327137581925,17334.928571428572,19260,7947.357142857143,722.0,8.931222167243934,
2019-10-22,14850,14980,14770,14895,5152,9094,,,,15087.0,15382.5,15480.333333333334,15480.333333333334,15408.50086035933,284.2857142857143,25.539568345323744,-144.23658147148126,-49.596062297515005,-94.64051917396625,16139.168524806748,14821.49814185992,15480.333333333334,1317.6703829468279,23.543259528848754,34.357151153602594,1.9154762793410782,-82.86852589641434,-95.63375830072933,3.237410071948926,16522.733333333334,24412,8023.8,288.0,3.2704973881444444,
2019-10-23,14940,15150,14840,14975,8766,8653,,,,14984.0,15312.5,15448.75,15448.75,15367.21506413463,278.92857142857144,22.761194029850742,-159.76883950668162,-71.63061773934832,-88.13822176733329,16133.561409562273,14763.938590437727,15448.75,1369.6228191245464,24.246230990246993,30.98684443248406,10.765004105772853,-75.7201646090535,-70.84896398102312,0.0,16037.9375,33178,8063.125,-441.0,-4.849351220584996,
2019-10-24,14975,15130,14940,15005,5898,8500,,,,14949.0,15236.5,15422.64705882353,15422.64705882353,15332.718391359904,276.7857142857143,23.33333333333333,-167.72409763105134,-90.84931371768893,-76.8747839133624,16119.776150590784,14725.517967056276,15422.64705882353,1394.2581835345081,25.58444384857046,29.18604423784619,18.381243070018996,-73.25102880658436,-60.34640387774764,0.9088343211967251,15441.470588235294,39076,8088.823529411765,-153.0,-1.7681728880157177,
2019-10-25,15060,15080,14815,14960,6797,8562,,,,14937.0,15158.0,15396.944444444445,15396.944444444445,15297.22140170658,284.64285714285717,22.992700729926995,-175.63520758454615,-107.80649249106038,-67.82871509348577,16107.554281042056,14686.334607846835,15396.944444444445,1421.2196731952208,25.24343040197095,27.871839625887777,19.986611954137295,-76.95473251028807,-65.50213721197385,0.3858610493228896,14961.222222222223,32279,8115.111111111111,62.0,0.7294117647058895,
2019-10-28,14960,15065,14855,15005,4796,8201,,,,14968.0,15082.0,15376.315789473685,15376.315789473685,15269.390792020238,281.42857142857144,25.899280575539578,-176.24208623660707,-121.49361124016973,-54.74847499643734,16089.93599740616,14662.69558154121,15376.315789473685,1427.2404158649515,28.79948767129555,28.181055641023704,30.036351731839247,-73.25102880658436,-58.12533107665662,5.230368568109292,14426.21052631579,37075,8119.631578947368,-361.0,-4.216304601728571,
2019-10-29,15065,15225,14965,15025,6973,7953,,,,14994.0,15040.5,15358.75,15358.75,15246.115478494503,295.35714285714283,26.95035460992908,-173.11366254535642,-131.81762150120707,-41.29604104414935,16070.884486116063,14646.615513883937,15358.75,1424.2689722321265,33.05508013427736,29.80573047210826,39.553779458615566,-71.60493827160494,-42.43189134037793,6.982233761177103,14053.55,44048,8111.3,-248.0,-3.024021460797466,
2019-10-30,15020,15065,14965,15065,2732,7869,,,,15012.0,14998.0,15333.25,15344.761904761905,15228.866385304551,281.42857142857144,24.264705882352942,-165.49892988075226,-138.55388317711612,-26.945046703636137,16049.293772552019,14617.206227447981,15333.25,1432.0875451040374,44.7505843963029,34.78734844683981,64.6770562952291,-66.52173913043478,-43.86440503936139,2.6835638392592243,9528.65,46780,7970.8,-84.0,-1.0562052055827942,
